Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,30.860001,31.260000,30.240000,30.910000,30.910000,1201700
2019-01-03,30.660000,30.660000,29.290001,29.840000,29.840000,1149900
2019-01-04,30.049999,31.360001,29.940001,31.080000,31.080000,3530400
2019-01-07,31.020000,32.180000,30.850000,32.000000,32.000000,1063400
2019-01-08,32.340000,33.060001,32.150002,32.790001,32.790001,1391000
2019-01-09,32.790001,33.430000,32.730000,33.380001,33.380001,894400
2019-01-10,33.189999,33.970001,32.970001,33.880001,33.880001,748700
2019-01-11,33.830002,33.930000,33.570000,33.750000,33.750000,639800
2019-01-14,33.540001,33.689999,33.299999,33.590000,33.590000,779700
2019-01-15,33.720001,34.264999,33.520000,34.070000,34.070000,867700
2019-01-16,34.189999,34.959999,34.189999,34.630001,34.630001,869500
2019-01-17,34.540001,35.349998,34.320000,35.209999,35.209999,1332800
2019-01-18,35.439999,35.950001,35.044998,35.610001,35.610001,558500
2019-01-22,35.380001,35.799999,35.160000,35.389999,35.389999,1039100
2019-01-23,35.389999,35.779999,34.805000,35.310001,35.310001,801900
2019-01-24,35.099998,35.750000,34.924999,35.599998,35.599998,1039800
2019-01-25,35.919998,36.299999,35.610001,36.000000,36.000000,1173000
2019-01-28,35.610001,36.619999,35.529999,36.490002,36.490002,1037900
2019-01-29,36.680000,36.680000,36.000000,36.270000,36.270000,1096500
2019-01-30,36.470001,36.759998,35.970001,36.520000,36.520000,803100
2019-01-31,36.509998,37.234001,36.240002,36.930000,36.930000,911800
2019-02-01,36.889999,37.759998,36.780998,37.279999,37.279999,1124100
2019-02-04,37.270000,37.404999,36.750000,37.340000,37.340000,1704700
2019-02-05,41.220001,41.500000,38.990002,39.230000,39.230000,1960800
2019-02-06,39.500000,39.650002,38.750000,39.480000,39.480000,1481300
2019-02-07,39.389999,39.599998,38.790001,39.520000,39.520000,1002300
2019-02-08,39.130001,39.735001,38.790001,39.709999,39.709999,602300
2019-02-11,39.810001,40.250000,39.445000,40.009998,40.009998,839700
2019-02-12,40.180000,40.939999,39.990002,40.849998,40.849998,623500
2019-02-13,41.340000,41.500000,40.619999,41.130001,41.130001,609000
2019-02-14,41.060001,41.810001,41.060001,41.580002,41.580002,667300
2019-02-15,41.830002,42.259998,41.500000,42.029999,42.029999,763700
2019-02-19,41.919998,42.349998,41.619999,42.240002,42.240002,539100
2019-02-20,42.259998,42.910000,42.000000,42.790001,42.790001,804700
2019-02-21,42.790001,42.860001,42.279999,42.540001,42.540001,568500
2019-02-22,42.570000,43.610001,42.549999,43.580002,43.580002,638300
2019-02-25,43.799999,43.869999,43.330002,43.419998,43.419998,859200
2019-02-26,43.430000,43.470001,42.610001,42.860001,42.860001,816700
2019-02-27,42.759998,43.490002,42.640999,43.080002,43.080002,610900
2019-02-28,43.119999,43.669998,42.820000,43.220001,43.220001,669700
2019-03-01,43.619999,44.070000,43.520000,43.919998,43.919998,580100
2019-03-04,44.040001,44.110001,43.049999,43.709999,43.709999,782800
2019-03-05,43.799999,44.139999,43.369999,43.720001,43.720001,433100
2019-03-06,43.770000,43.770000,42.537998,42.639999,42.639999,726200
2019-03-07,42.660000,42.770000,41.950001,42.570000,42.570000,592700
2019-03-08,42.250000,42.330002,41.720001,42.220001,42.220001,951400
2019-03-11,42.119999,42.340000,41.240002,41.820000,41.820000,1134400
2019-03-12,41.820000,42.200001,41.709999,41.799999,41.799999,683200
2019-03-13,41.990002,42.439999,41.709999,42.049999,42.049999,719900
2019-03-14,42.009998,42.230000,41.660000,41.889999,41.889999,336000
2019-03-15,41.919998,42.480000,41.709999,42.200001,42.200001,886000
2019-03-18,42.279999,42.680000,42.070000,42.570000,42.570000,782100
2019-03-19,42.689999,42.880001,42.439999,42.669998,42.669998,384500
2019-03-20,42.619999,43.000000,42.189999,42.450001,42.450001,417000
2019-03-21,42.160000,43.180000,41.840000,43.119999,43.119999,424300
2019-03-22,42.830002,43.110001,40.590000,40.669998,40.669998,739800
2019-03-25,40.590000,40.695000,39.889999,40.459999,40.459999,677800
2019-03-26,40.580002,41.334999,40.490002,40.869999,40.869999,526000
2019-03-27,40.840000,41.209999,39.799999,39.950001,39.950001,851100
2019-03-28,40.180000,40.660000,39.930000,40.529999,40.529999,641100
2019-03-29,40.639999,41.189999,40.320000,40.590000,40.590000,846900
2019-04-01,40.970001,41.180000,40.324001,40.730000,40.730000,530900
2019-04-02,40.919998,41.000000,40.320000,40.340000,40.340000,657000
2019-04-03,40.619999,40.669998,40.070000,40.380001,40.380001,1822800
2019-04-04,40.419998,40.419998,39.380001,39.939999,39.939999,690400
2019-04-05,40.110001,40.525002,39.904999,40.070000,40.070000,253700
2019-04-08,40.040001,40.180000,39.580002,40.119999,40.119999,219700
2019-04-09,39.959999,40.029999,39.450001,39.549999,39.549999,335300
2019-04-10,39.590000,40.020000,39.330002,39.910000,39.910000,286200
2019-04-11,40.139999,40.139999,39.380001,39.480000,39.480000,288100
2019-04-12,39.509998,39.860001,39.090000,39.259998,39.259998,269200
2019-04-15,39.900002,45.430000,39.775002,44.410000,44.410000,3098100
2019-04-16,45.369999,45.369999,42.500000,42.560001,42.560001,1864900
2019-04-17,42.689999,42.820000,41.150002,42.750000,42.750000,1516900
2019-04-18,42.840000,44.020000,42.549999,43.970001,43.970001,1422000
2019-04-22,43.750000,44.169998,43.349998,44.040001,44.040001,1105900
2019-04-23,44.259998,45.230000,44.169998,44.450001,44.450001,915700
2019-04-24,44.259998,44.584999,43.950001,44.450001,44.450001,786200
2019-04-25,44.130001,44.910000,44.020000,44.630001,44.630001,353000
2019-04-26,44.619999,45.259998,44.619999,45.009998,45.009998,1026800
2019-04-29,45.220001,45.340000,44.880001,45.180000,45.180000,936300
2019-04-30,45.080002,45.099998,44.240002,44.820000,44.820000,779900
2019-05-01,44.880001,44.880001,44.080002,44.090000,44.090000,584400
2019-05-02,44.040001,44.490002,43.419998,44.419998,44.419998,353200
2019-05-03,44.740002,45.830002,44.240002,45.790001,45.790001,938200
2019-05-06,45.040001,47.040001,44.660000,46.509998,46.509998,1340900
2019-05-07,44.910000,46.180000,44.209999,44.689999,44.689999,1524200
2019-05-08,44.910000,45.398998,44.630001,45.040001,45.040001,947100
2019-05-09,44.680000,45.560001,44.400002,45.209999,45.209999,770900
2019-05-10,44.959999,45.250000,44.250000,44.770000,44.770000,921000
2019-05-13,43.810001,44.189999,42.849998,43.320000,43.320000,868000
2019-05-14,43.500000,44.580002,43.279999,43.990002,43.990002,1037500
2019-05-15,43.389999,44.818001,43.389999,44.680000,44.680000,647300
2019-05-16,44.889999,45.919998,44.790001,45.459999,45.459999,626400
2019-05-17,45.320000,46.230000,45.320000,45.369999,45.369999,692000
2019-05-20,45.040001,45.689999,44.549999,45.369999,45.369999,484200
2019-05-21,45.580002,46.139999,45.250000,46.009998,46.009998,489700
2019-05-22,45.919998,46.750000,45.720001,46.180000,46.180000,482500
2019-05-23,45.720001,46.320000,45.480000,46.189999,46.189999,846500
2019-05-24,46.360001,46.980000,46.070000,46.230000,46.230000,475900
2019-05-28,46.290001,46.599998,44.889999,44.959999,44.959999,1078000
2019-05-29,44.700001,45.470001,44.459999,45.389999,45.389999,578700
2019-05-30,45.419998,45.810001,45.299999,45.490002,45.490002,406800
2019-05-31,45.730000,46.380001,44.599998,45.500000,45.500000,749100
2019-06-03,45.380001,46.070000,44.930000,45.590000,45.590000,755000
2019-06-04,46.130001,46.830002,45.900002,46.779999,46.779999,697800
2019-06-05,46.709999,46.860001,45.230000,46.029999,46.029999,1021900
2019-06-06,46.250000,47.720001,46.080002,47.610001,47.610001,685800
2019-06-07,47.750000,48.529999,47.750000,48.160000,48.160000,424500
2019-06-10,48.279999,49.020000,48.180000,48.810001,48.810001,487700
2019-06-11,49.169998,49.799999,48.689999,49.689999,49.689999,1169800
2019-06-12,49.770000,50.630001,49.250000,49.520000,49.520000,2374800
2019-06-13,49.520000,50.340000,49.070000,50.320000,50.320000,823400
2019-06-14,50.150002,50.240002,49.369999,49.689999,49.689999,541300
2019-06-17,49.970001,50.980000,49.759998,50.570000,50.570000,722200
2019-06-18,50.820000,50.830002,50.130001,50.480000,50.480000,476600
2019-06-19,50.930000,51.110001,50.259998,50.590000,50.590000,685700
2019-06-20,51.160000,51.160000,50.209999,50.279999,50.279999,526500
2019-06-21,50.700001,54.099998,50.700001,53.240002,53.240002,1916500
2019-06-24,53.220001,53.368000,52.520000,52.700001,52.700001,860400
2019-06-25,52.919998,53.279999,52.119999,53.160000,53.160000,731800
2019-06-26,53.160000,53.529999,52.549999,52.970001,52.970001,607700
2019-06-27,53.299999,54.080002,52.939999,53.770000,53.770000,456300
2019-06-28,53.930000,54.910000,53.930000,54.209999,54.209999,1616600
2019-07-01,54.869999,54.990002,52.980000,54.709999,54.709999,1196900
2019-07-02,54.709999,55.560001,54.529999,55.520000,55.520000,777800
2019-07-03,55.810001,55.980000,55.380001,55.919998,55.919998,845300
2019-07-05,55.860001,55.939999,54.799999,55.459999,55.459999,381100
2019-07-08,55.259998,55.279999,54.410000,54.549999,54.549999,609100
2019-07-09,54.500000,55.150002,54.389999,54.529999,54.529999,529500
2019-07-10,54.770000,55.060001,54.145000,54.869999,54.869999,591300
2019-07-11,54.619999,54.900002,53.639999,54.259998,54.259998,591800
2019-07-12,54.290001,54.290001,53.150002,53.439999,53.439999,730900
2019-07-15,53.689999,54.310001,53.240002,53.980000,53.980000,412700
2019-07-16,53.810001,54.560001,53.549999,53.740002,53.740002,495800
2019-07-17,53.700001,54.099998,53.470001,53.759998,53.759998,540700
2019-07-18,53.860001,54.450001,53.530998,54.290001,54.290001,582900
2019-07-19,54.290001,54.740002,54.220001,54.299999,54.299999,490000
2019-07-22,54.419998,55.150002,54.153000,54.939999,54.939999,693100
2019-07-23,55.599998,55.599998,54.480000,54.869999,54.869999,705100
2019-07-24,54.799999,55.610001,53.930000,55.419998,55.419998,516900
2019-07-25,56.520000,56.520000,55.430000,56.299999,56.299999,647600
